time,prediction,prediction_tau,idle,transmit
1,5,6,-0.0163957,-0.234744
1,5,7,-0.014309,-0.193537
1,5,8,-0.0110069,-0.216767
1,5,9,-0.00666408,-0.199896
1,5,10,-0.00377803,-0.217351
1,5,11,-0.000241827,-0.223015
1,5,12,0.00355592,-0.243876
1,5,13,0.00573411,-0.216517
1,5,14,0.0111491,-0.24285
1,5,15,0.010797,-0.175468
1,5,16,0.013366,-0.190997
1,5,17,0.0133091,-0.13477
1,5,18,0.0167274,-0.178618
1,5,19,0.0176486,-0.166492
1,5,20,0.00776686,-0.0288915
1,5,21,0.00280523,-0.0317347
1,5,22,0.01469,-0.071474
1,5,23,0,0
1,5,24,0,0
1,5,25,0,0
1,6,0,-0.0393564,-0.194672
1,6,1,-0.0267616,-0.133737
1,6,2,-0.0290094,-0.178746
1,6,3,-0.026899,-0.138495
1,6,4,-0.0244704,-0.153393
1,6,5,-0.0210626,-0.138974
1,6,6,-0.0175837,-0.176376
1,6,7,-0.014574,-0.221916
1,6,8,-0.0102387,-0.237657
1,6,9,-0.00703157,-0.153404
1,6,10,-0.00400147,-0.221318
1,6,11,-0.000404714,-0.198639
1,6,12,0.00248958,-0.180483
1,6,13,0.00593222,-0.128017
1,6,14,0.0100641,-0.171449
1,6,15,0.00994204,-0.136813
1,6,16,0.0138161,-0.108148
1,6,17,0.0110828,-0.117636
1,6,18,0.0137842,-0.133619
1,6,19,0.0136851,-0.0721834
1,6,20,0.0116105,-0.0756757
1,6,21,0.00627518,-0.0301472
1,6,22,0.00661278,-0.0301021
1,6,23,0.00731671,-0.0351628
1,6,24,0.00404065,-0.0177295
1,6,25,0.0170994,-0.0163207
1,7,0,-0.0390509,-0.15582
1,7,1,-0.0296083,-0.165067
1,7,2,-0.0309773,-0.169784
1,7,3,-0.0271729,-0.200474
1,7,4,-0.0248237,-0.153521
1,7,5,-0.0210827,-0.153007
1,7,6,-0.0177732,-0.10317
1,7,7,-0.0136653,-0.145612
1,7,8,-0.0105279,-0.204384
1,7,9,-0.00676754,-0.171863
1,7,10,-0.00293591,-0.176472
1,7,11,-0.000827418,-0.130182
1,7,12,0.00334024,-0.14687
1,7,13,0.00747645,-0.129915
1,7,14,0.00813211,-0.120161
1,7,15,0.0120592,-0.16251
1,7,16,0.0106172,-0.110292
1,7,17,0.0102828,-0.0882333
1,7,18,0.0160128,-0.0917252
1,7,19,0.0164126,-0.114168
1,7,20,0.012246,-0.0461473
1,7,21,0.00288597,-0.0168888
1,7,22,0.00661193,-0.0355733
